,SEASON_YEAR,Game_Type,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,DD2,TD3,PER
60,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900914,2020-03-03T00:00:00,TOR @ PHX,230.91666666066664,41.0,86.0,0.47674418604651164,14.0,33.0,0.42424242424242425,30.0,36.0,0.8333333333333334,12.0,39.0,51.0,15.0,15.0,10.0,5.0,7.0,24.0,24.0,126.0,8.8,1,0,128.5973748985843
61,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900929,2020-03-05T00:00:00,TOR @ GSW,240.56500000666668,43.0,89.0,0.48314606741573035,13.0,41.0,0.3170731707317073,30.0,34.0,0.8823529411764706,6.0,38.0,44.0,25.0,11.0,12.0,3.0,6.0,26.0,25.0,129.0,8.4,2,0,174.6931469215843
62,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900956,2020-03-08T00:00:00,TOR @ SAC,247.83333331966668,41.0,85.0,0.4823529411764706,18.0,46.0,0.391304347826087,23.0,30.0,0.7666666666666667,5.0,36.0,41.0,26.0,9.0,11.0,3.0,8.0,24.0,25.0,123.0,9.8,1,0,106.9878013995843
63,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21900959,2020-03-09T00:00:00,TOR @ UTA,222.0000000096667,38.0,84.0,0.4523809523809524,13.0,34.0,0.38235294117647056,18.0,21.0,0.8571428571428571,17.0,37.0,54.0,20.0,16.0,8.0,2.0,5.0,15.0,23.0,107.0,6.2,2,0,98.9350028105843
64,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21901243,2020-08-01T00:00:00,TOR vs. LAL,239.99999999999997,35.0,84.0,0.4166666666666667,14.0,34.0,0.4117647058823529,23.0,26.0,0.8846153846153846,7.0,44.0,51.0,24.0,14.0,7.0,5.0,12.0,28.0,25.0,107.0,15.0,2,0,91.66730204000001
65,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21901250,2020-08-03T00:00:00,TOR @ MIA,240.00000000599996,29.0,67.0,0.43283582089552236,16.0,32.0,0.5,33.0,36.0,0.9166666666666666,3.0,36.0,39.0,19.0,21.0,6.0,3.0,8.0,19.0,24.0,107.0,4.0,0,0,82.282774086
66,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21901266,2020-08-05T00:00:00,TOR @ ORL,252.7644444521111,41.5,84.0,0.49404761904761907,12.166666666666666,33.666666666666664,0.3613861386138614,20.333333333333332,29.5,0.6892655367231638,4.166666666666667,43.666666666666664,47.833333333333336,26.666666666666668,15.666666666666666,6.5,2.1666666666666665,4.833333333333333,22.0,26.833333333333332,115.5,11.5,1,0,305.4439473032056
67,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21901279,2020-08-07T00:00:00,TOR vs. BOS,248.0944444381111,38.5,91.0,0.4230769230769231,9.166666666666666,36.666666666666664,0.25,15.333333333333334,17.5,0.8761904761904762,9.166666666666666,39.666666666666664,48.833333333333336,19.666666666666668,16.666666666666668,8.5,7.166666666666667,2.8333333333333335,19.0,22.833333333333332,101.5,-23.1,0,0,192.22991245520558
68,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21901286,2020-08-09T00:00:00,TOR vs. MEM,239.99999999999997,34.0,71.0,0.4788732394366197,15.0,39.0,0.38461538461538464,25.0,33.0,0.7575757575757576,5.0,35.0,40.0,25.0,25.0,17.0,7.0,3.0,23.0,27.0,108.0,9.0,1,0,158.32509846999997
69,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21901294,2020-08-10T00:00:00,TOR @ MIL,243.2644444611111,45.5,99.0,0.4595959595959596,12.166666666666666,40.666666666666664,0.29918032786885246,19.333333333333332,25.5,0.7581699346405228,15.166666666666666,39.666666666666664,54.833333333333336,25.666666666666668,12.666666666666666,10.5,6.166666666666667,6.833333333333333,27.0,21.833333333333332,122.5,9.7,1,0,193.82267298720558
70,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21901305,2020-08-12T00:00:00,TOR @ PHI,244.6277777641111,41.5,92.0,0.45108695652173914,18.166666666666668,42.666666666666664,0.42578125000000006,27.333333333333332,39.5,0.6919831223628692,11.166666666666666,35.666666666666664,46.833333333333336,25.666666666666668,12.666666666666666,8.5,6.166666666666667,10.833333333333334,24.0,28.833333333333332,128.5,3.5,0,0,291.0681610462056
71,2019-20,Regular Season,1610612761,TOR,Toronto Raptors,21901318,2020-08-14T00:00:00,TOR vs. DEN,224.8444444511111,39.5,80.0,0.49375,14.166666666666666,27.666666666666668,0.5120481927710843,9.333333333333334,12.5,0.7466666666666667,14.166666666666666,36.666666666666664,50.833333333333336,22.666666666666668,14.666666666666666,7.5,4.166666666666667,11.833333333333334,20.0,14.833333333333334,102.5,8.3,0,0,185.04439388720562
